Course,Course Title,Description,credit_hours,level
Advanced Seminar,"ASEM 2581 Forgiveness, Politics and Film  (4 Credits)","This course covers a number of reconciliation frameworks that have been employed as transformative and peacemaking strategies in various interpersonal, social and political contexts.  We discuss the value (and limitations) of core reconciliation concepts, see how they have been used productively, and consider their possible application to ongoing problems in the world today.",4,Unknown
Advanced Seminar,ASEM 2582 Latina/o Identity & Community  (4 Credits),"This course analyzes the complexity of Latinos' unique social position, using a interdisciplinary approach to understand the construction, maintenance, and change of Latino identity and community formation over time in the United States. As students will learn, Latino identity in the U.S. has experienced a continual process of negotiation between dominant discourses--regarding gender, race, politics, economics and culture--and the socio-political and cultural histories of their own communities. Accordingly, we explore the variety of ways in which identity and culture are socially constructed and actively contested, with particular regard to the diversity among and within Latino groups.",4,Unknown
Advanced Seminar,"ASEM 2583 Individuals, Individuality, and Society  (4 Credits)","Individual"" is a key term in discussions of human life and human interaction, but it tends to be inadequately defined.  We often assume that we already all understand what an individual is.  In social science, especially, ""individual"" is typically assumed to correspond to individualism, and, particularly, to methodological individualism, the view that the individual parts making up a whole entirely and exhaustively define and determine that whole; from which it follows that each individual is to be understood as what it is in isolation, unrelated to any other individual.  This course, by contrast, starts from the claim that the question ""what is an individual?"" is genuinely difficult, and that much too little attention has been given to it.",4,Unknown
Advanced Seminar,ASEM 2586 Memoirs of Madness  (4 Credits),"We examine mental illness from a literature perspective--through analysis of memoirs, and in concert with a scientific perspective--through psychological-based texts and lectures. This unique approach to study mental illness should be inherently interesting for students because of the subject matter and the chance to engage the material through personal narratives. The use of memoirs allows for a rich understanding of a variety of impairments with the added benefit of the firm anchor of clinical science.",4,Unknown
Advanced Seminar,ASEM 2589 Thinking  (4 Credits),"This course helps students both learn how to think well and to understand why they often don't think well. The course addresses a wide range of topics in which thinking is relevant including creativity, science, argumentation, rhetoric and intelligence. Students come to understand their personal strengths and weaknesses in thinking and students spend a substantial amount of time improving their areas of both strength and weakness.",4,Unknown
Advanced Seminar,ASEM 2590 Interpreting the Holocaust Through Film  (4 Credits),"This course takes students on a journey from Nazi Germany to the present day through the lens of the camera. We examine how the Nazis used film to convey their messages, explore the varied experiences of those who lived during the time of the Holocaust as depicted in films, view movies that address various ethical dilemmas presented to Jews and Gentiles as a result of these trying times, and discuss the ways that the Holocaust has been represented and memorialized through films in more contemporary times.",4,Unknown
Advanced Seminar,ASEM 2591 Latina/os in Popular Culture  (4 Credits),"This course examines trajectories of representations of Latina/o identities in popular culture (i.e. film, music, television), both produced by the dominant culture, as well as self-produced.  Students first work to understand the complexity that comprises Lainta/o communities by reading some foundational works on Latina/o identities (i.e. Gloria Anzaldua's Borderlands/La Fontera: The New Mestiza).  Following this, through a historical perspective we trace the emergence of Latina/o images in popular culture and how those images are tied to contemporary events of the time.",4,Unknown
Advanced Seminar,ASEM 2594 Memory and Memorialization  (4 Credits),"This course focuses on how social groups represent, experience and commemorate the remembered past. We explore issues of construction of memory, particularly addressing issues of how the representations of the past--and its materialization through monuments, ruins and landscapes--are connected with issues of institutionalized perceptions of national, ethnic, racial and religious identity. Memory and its material representation are addressed through interdisciplinary readings and case studies from different geographical areas, and as much as possible, we use the city of Denver and Colorado as our study site to apply our observations and readings.",4,Unknown
Advanced Seminar,ASEM 2596 Politics of Reconciliation  (4 Credits),"This class addresses the national and international efforts to seek justice and achieve reconciliation. It examines how state and non-state actors reflect on an unfortunate or hostile past with a designated ""other"": how did their relations and interactions with this targeted ""other"" go wrong? What were the material, philosophical and emotional grounds to breed such hostilities? What were the consequences? Has the memory of the ""past self"" and ""past others"" shaped the way the two groups interact today? Why do some actors refuse to say ""sorry,"" and why do some victims refuse to forgive? What are the similarities and differences among various reconciliation projects? In this class, we lead students to explore these challenging yet exciting questions.",4,Unknown
Advanced Seminar,ASEM 2597 Unwrapping the Rhetoric of Consumption  (4 Credits),"Unwrapping the Rhetoric of Consumption: A Critical Investigation of the Relationship between Communication, Consumption, Shopping, and Identity is a writing intensive course that offers an introduction to the study of consumption as a communicative phenomenon. People often use consumption to demonstrate who they are, their worth/importance, their relational ties, their gender, etc. The course will examine the socially positive and negative implications of these practices of consumption. Completion of all Common Curriculum requirements is required prior to registering for this class.",4,Beginner
Advanced Seminar,"ASEM 2599 Sport, Deviance, Social Contrl  (4 Credits)","This course explores four broad themes: sociological theories of sport, sport identities, sport deviance and the confluence of sport, media and social control. It examines timely real-world examples and draws on a range of disciplines that have investigated sport in society, including cultural studies, sociology, psychology, anthropology, criminology and kinesiology. Completion of all other Common Curriculum is required before students can register for this course.",4,Unknown
Advanced Seminar,ASEM 2602 The Black Spiritual  (4 Credits),"This course examines the role of traditional black, or ""Negro,"" spirituals (the songs created and first sung by African Americans in slavery) in the evolution of American ideals of freedom, justice and grounded spirituality. A history of the spiritual as folk and concert music is paralleled by an examination of the very concept of ""American"" that evolved, both from the perspective of those excluded and those included in that concept.",4,Unknown
Advanced Seminar,ASEM 2603 Indigenous Approaches to Gender and Sexuality  (4 Credits),"This course introduces various ways that indigenous communities in the U.S. and Canada have understood and attempted to navigate issues gender and sexuality in a religious context. It introduces foundational understandings of gender and sexuality that inform both Western and Indigenous cultures, and it explores the fundamental differences between those understandings. The course also presents emergent theories that challenge assumptions common within the Euro-American tradition. Through research and writing, students add to the contextual breadth of the class.",4,Beginner
Advanced Seminar,ASEM 2604 Russia: Revolutions & Utopias  (4 Credits),"This course examines Russian culture and society from the late 1800s to the 1930s, when Moscow and Saint Petersburg/Petrograd were synonymous with cutting-edge and avant-garde, staging revolutions--and dreaming of utopias--in politics, art, sex and science, to name but a few areas. The course compares the ideals of those times with Russia today as well as with developments in Western Europe and North America.",4,Unknown
Advanced Seminar,"ASEM 2605 Society, Nature and Animals  (4 Credits)","Society, Nature and Animals examines the enormously engaging and complex relationships between human communities/societies, on the one hand, and the natural world and nonhuman animals on the other. The course focuses principally, through not exclusively, on the United States, where these relationships have been imbued with special significance, and prominent political and intellectual figures have cast the country as ""nature's nation."" The course also considers how different social groups, particularly those structured around gender, race/ethnicity, cultural/national identity and social class, are connected to the natural world and nonhuman animals.",4,Unknown
Advanced Seminar,ASEM 2606 Japanese Film  (4 Credits),"This course examines some of the most iconic films in the Japanese cinematic tradition in order to identify and critically engage in narratives of Japanese aesthetics and cultural identity, especially ones that take culture as the site for locating tradition and/or modernity. No previous knowledge of Japanese or film required.",4,Unknown
Advanced Seminar,ASEM 2609 Literature of Nature and Apocalypse  (4 Credits),"Concern about the declining state of the environment has been a topic of longstanding interest, from Henry David Thoreau to John Muir, and writers like Edward Abbey, Ernest Callenbach, Louise Erdrich, T.C. Boyle, Octavia Burtler, Cormac McCarthy and others. This writing intensive course examines questions relating to environmental activism and social structures predicated upon technological and materialist culture. It considers how American writers have reassessed the relation between religious beliefs and notions of utopia and apocalypse. It examines and analyzes timely and relevant historical, literary, and philosophical issues relating to the current state of the environment.",4,Unknown
Advanced Seminar,ASEM 2610 The Politics of Bilingualism  (4 Credits),"While more and more college students are required to take a “foreign” language and bilingual programs grow in popularity in the K-12 systems, formal education in languages other than English in the US has often been at the heart of fierce debates claiming it is impractical, irrelevant and even “un-American”. This course addresses a variety of concerns around the perception and manifestations of bi- and multilingual policies in the US. We examine how the perception of English as a “national language” and a “language of opportunity”, contrasted with other languages (and the people who speak them) as a “distraction” or “threat” contribute to personal and public policies surrounding language use in the US.",4,Unknown
Advanced Seminar,ASEM 2611 Being Human: Sex and Sexuality  (4 Credits),"Relationships are the greatest thing in the world--until they end. Many people have experienced both the exhilaration and the misery of a romantic relationship.  The same can be true for other types of social relationships. How do you make sense of the relationships around you? To navigate better our complex human landscape, understanding the basis of human sexuality and sexual expression is important. This course examines behavior and emotion by introducing the results of high-quality scientific studies of sexual behavior and its evolution and expression.  Prerequisites: Completion of all Common Curriculum requirements is required prior to registering for this class.",4,Beginner
Advanced Seminar,ASEM 2615 Disease in World History  (4 Credits),"This course examines the social and political impact of disease in global history, and also considers how understandings of disease have changed over time. We will focus on the modern period (roughly the past two hundred years) and examine demographically significant diseases such as tuberculosis, malaria, and smallpox. Themes that we'll explore together include how the distribution of power and wealth in the 19th-20th centuries helped determine global distribution of diseases today; how our ideas about a disease influence how willing and able we are to deal with it effectively; and the notion that disease is as much as socioeconomic problem as a biotechnical one.",4,Unknown
Advanced Seminar,ASEM 2616 Globalization and its Discontents  (4 Credits),"This course examines the expansion of the world economy in a comparative historical perspective and draws on the disciplines of economics, history and political science. The course begins by introducing the current popular/journalistic debates using social science and historical arguments and evidence. The purpose is to provide the students with tools for critical analysis and a conceptual map to understanding the debate.",4,Beginner
Advanced Seminar,ASEM 2620 Inventing America  (4 Credits),"This class introduces students to exemplary public documents, primarily in the form of speeches, which address the promises set out in the preamble of the U.S. Declaration of Independence: the rights to life, liberty and the pursuit of happiness. The course traces how these promises have been articulated by a succession of public actors ranging from U.S. Presidents to members of radical political factions.  The course always addresses three major political movements: (1) the movement for political inclusion of Blacks, beginning with early abolitionists and extending to the struggle for civil rights, including the black power movement; (2) the movement for the political inclusion of women, beginning with the suffragists and extending to include feminism, including the fights over sexual freedom; and (3) the struggle over economic rights, beginning with early U.S. socialist and anarchist movements and extending into the contest over the creation and pruning of the U.S. welfare system.",4,Beginner
Advanced Seminar,ASEM 2625 Rough Draft History: Film and Video Documentary  (4 Credits),"This course presents a historical study of documentary film and video, from the films of the Lumière brothers in the 1890s to several contemporary examples. We will explore such issues as the nature of documentary and what distinguishes it from fiction, the development of various documentary modes or styles, propaganda and ideology in documentary film, documentary ethics, borderline forms that combine documentary and fiction, and documentary's role in supporting established institutions and regimes and/or promoting social change.",4,Unknown
Advanced Seminar,"ASEM 2626 Politics, Policy and Economics of Healthcare  (4 Credits)","This course takes an intensive look at American history from 1945 to 1955 in order to investigate the 
relationship among international relations, domestic politics and American culture. While anticommunism 
was perhaps the preeminent influence over American politics and culture, this course also investigates 
other related cultural developments, such as the moral and cultural anxiety resulting from the 
revelations of the Holocaust and Stalinism, the anguish represented by the height of existentialism in 
American thought, the exploding popularity of abstract expressionism, the gradual growth of 
consumerism, and the effects of the baby boom.",4,Unknown
Advanced Seminar,ASEM 2629 Truth and Treason in the Cold War  (4 Credits),"This course takes an intensive look at American history from 1945 to 1955 in order to investigate the relationship among international relations, domestic politics, and American culture. While anticommunism was perhaps the preeminent influence over American politics and culture, this course also investigates other related cultural developments, such as the moral and cultural anxiety resulting from the revelations of the Holocaust and Stalinism, the anguish represented by the height of existentialism in American thought, the exploding popularity of abstract expressionism, the gradual growth of consumerism, and the effects of the baby boom.",4,Unknown
Advanced Seminar,ASEM 2633 Literature of Trauma  (4 Credits),"This course examines the relation between memory, trauma and history in postwar American literature and culture, as those have become major themes in novels and films. The works examined in this course provide us a window into experiences of victims of trauma, while extending the possibility of forming a more sensitive and inclusive conception of American history and culture. Readings include literary works and a selection of secondary critical and historical texts. Completion of all other Common Curriculum requirements is required prior to registering for this course.",4,Unknown
Advanced Seminar,ASEM 2637 James Joyce's Ulysses  (4 Credits),"This Advanced Seminar will focus on James Joyce’s famously difficult—but in many ways not all that difficult—modernist masterpiece Ulysses, which will in turn be the subject of three writing assignments that will allow you to explore the roles and responsibilities of the reader, the writer, and the critic. There are many reasons to devote an entire quarter to James Joyce’s Ulysses, which turned 100 years old on 2/2/2022, but here are two: 1) its reputation as a “difficult” book often overshadows the fact that it’s beautiful, funny, and in many ways quite accessible, and 2) it’s a useful book for thinking about being with (and without) other people. In this course, we will try to find out both what this book can teach us and what we can teach one another about it.",4,Advanced
Advanced Seminar,ASEM 2640 New England: Myth and Memory  (4 Credits),"The subject of this course is historical memory or, to put it simply, the relationship of the present to the past. Historians take for granted what has been called ""the invention of tradition,"" but most people do not appreciate the constructed nature of the past and do not recognize the possibility that there have been (and continue to be) contests over which version of key historical events or movements is to be disseminated to the public. This course focuses on region--New England--and its racial history as a case study of the process of fabricating historical memory. New England's history is particularly useful for this purpose because the region has had an inordinate impact on our national history.",4,Unknown
Advanced Seminar,ASEM 2641 Globalization from Above and Below  (4 Credits),"This course provides a unique and challenging opportunity for students to clarify the concept of globalization by exploring parallel and interesting forces ""from above and below."" This course draws widely from international studies, economics, political science, sociology, environmental studies, and feminist theory to examine processes of global social change and conflict. Through academic theorizing and activist writings, the course familiarizes students with some of the landmark debates on globalization. Completion of all Common Curriculum requirements is required prior to registering for this class.",4,Unknown
Advanced Seminar,ASEM 2642 Between Persecution and Revolution  (4 Credits),"This course will investigate how women in America, France and Iran have written their way into and beyond male power structures. Ranging from the 17th to the 21st centuries, we will study literary, religious, political, psychological, and biological writings that probe the vexed power of female voices in the public sphere. Completion of all Common Curriculum requirements is required prior to registering for this class.",4,Unknown
Advanced Seminar,ASEM 2643 Comparative Democratization: East and West  (4 Credits),"The purpose of this course is to examine the contested meanings of revolution and to clarify its paths and goals. To advance these purposes, this course highlights the experiences of a variety of revolutionary projects in different regions, eras and cultures. It also explores the weights that different actors (state, society, global orders, charismatic leaders, etc.) hold in shaping the processes of radical political changes. The course will conclude by exploring new thinking on the politics of revolution for the twenty-first century. We will ask how issues of ecology, gender, changing values, indigenous movements (to name just a few) can liberate our imagination about revolution in specific and political change in general in a post-modern world.",4,Unknown
Advanced Seminar,ASEM 2646 Dance in India  (4 Credits),"As a discipline in which the body is trained to become ""naturalized"" in very specific ways, dance tells us much about the culture in which it is a part. Dance movements and meanings also become sites of conflict during periods of cultural transition, and yet because of dance's ephemeral nature, its relative adherence to tradition, or lack thereof, is difficult to ascertain, and thus often hotly contested. This course explores the tension between change (innovation) and continuity (tradition) in four different forms of dance from the Indian subcontinent: Bharata Natyam, a classical dance form from South India; Kathak, a classical dance form from North India; Bhangra, a folk dance form from Northwestern India; and the mass-mediated, syncretic form of dance predominant in the Bollywood film industry.",4,Unknown
Advanced Seminar,ASEM 2648 Good Vibrations - Electronic Music: Technology and Culture  (4 Credits),"This course hopes to supply the answer to the question, ""How did we get here?"" To answer that question, we need to look at the phenomenon from many different perspectives. History frames the topics of the course. In order to understand characteristics of electronic instruments, we start with traditional mechanical-acoustic instruments. Their characteristics are the model for many modern electronic instruments. Although in the experimental years early in the 20th century, all traditional models of music were questioned; those included musical notation which has been in place since Charlemagne's rule in A.D. 800, the number of notes within an octave, the number of notes within a span of time, and dynamic range (loudness and softness). We look at the anatomy, physiology and perception (psychoacoustics) of human auditory response in order to frame the limits of the characteristics of electronic music and the means to produce them. Of course, the ""electronics"" are presented at a higher system level to promote understanding of the electronic instruments themselves. (NOTE: No human subjects will be harmed or subjected to any inhumane treatment by presentation of analog or digital circuits during the delivery of this course.).",4,Unknown
Advanced Seminar,"ASEM 2651 The Peopling of the Western Hemisphere: Science, Evidence, Controversy  (4 Credits)","The migration and colonization of North and South America is analyzed based on data and observations made from the archaeological record. While it is evident that people did arrive in the Western Hemisphere in the distant past, there is a great deal of dispute about where they came from, when they arrived, and how they adapted to the new environments they encountered. The course evaluates various claims about all these important aspects of human migration.  It tests conflicting models about which people arrived first, where they first landed, and what they did when they got here. The primary tools for this analysis are archaeological materials, but the course also draws on recent DNA and linguistic evidence of living Native American groups.",4,Unknown
Advanced Seminar,ASEM 2652 Conspiracy Theories and Contemporary Culture  (4 Credits),"What have become called ""Conspiracy Theories"" (CTs) have been around since some of the earliest human narratives but have only quite recently been studied as a distinctive phenomenon. Underlying this explosion of popular interest in CTs are a number of intriguing philosophical, psychological and socio-political issues that reveal a great deal about how social discourse is pursued, formed, circulated and empowered (or disempowered) in the contemporary world. In this course, we will view this broad phenomenon of CTs from three different perspectives: (1) philosophical, (2) psychological, (3) social and political.",4,Unknown
Advanced Seminar,ASEM 2653 Law & Politics of Reproduction  (4 Credits),"This course engages issues by examining them from multiple perspectives, using analytical tools from multiple disciplines.  We explore historical and cultural changes over time, tracing them through historical and political writings, U.S. Supreme Court cases, legislation, statistical data, memoir, and sociological, philosophical and anthropological analyses.  In drawing on these multiple sources, we examine past and present while also considering the relationship of these issues to the future.",4,Unknown
Advanced Seminar,ASEM 2657 Harry Potter and Esotericism  (4 Credits),"Today's students have grown up with J. K. Rowling's seven Harry Potter books. This incredible publishing phenomenon has inspired children and adults alike to devour 500-page books within days of publication, at a time when statistics seem to indicate that people are no longer reading. Why would these tales of English school children learning a curriculum of magical skills have so captured the imagination of a generation of young people living in a post-modern world?
The purpose of this class then is to examine the role of esoteric themes that pervade the Harry Potter books and to investigate the history of those subjects from the Middle Ages to the present, by focusing on the visual traditions they inspired. Areas discussed include the history of magic and witchcraft, classical and Celtic mythology, alchemy, astrology, fantastic beasts, ""books of secrets"" and their healing potions, the mythic lore of botany, divination and various esoteric paths of enlightenment.",4,Unknown
Advanced Seminar,ASEM 2658 The Long Civil Rights Movement  (4 Credits),"This course explores the Long Civil Rights Movement--focusing on the ongoing struggles for racial equity in education. While the course is broadly historical in scope, covering debates about public education over the last century, it explores historical and cultural changes in education by focusing on three primary struggles: (1) the African American quest for equal education; (2) the Mexican-American fight for bilingual education; and (3) the Native American pursuit of self-determination through education. Throughout the course we consider how these historical struggles echo in contemporary debates of race, education and equity.",4,Unknown
Advanced Seminar,ASEM 2660 Cinematic Storytelling  (4 Credits),"The course acquaints students with basic concepts and methods used in the analysis of stories, the theoretical assumptions and models describing and justifying those concepts and models, and practical applications of story analysis in cinematic and script form.  We begin with Aristotle, provide an interdisciplinary and historical overview of narratology, move to literary narrative analysis, and then focus on film-theoretical approaches while gaining practical skills in analysis of the elements of storytelling in fiction, film and television.  In this way, students gain some historical perspectives on the form and function of story - its timeless prevalence as well as its more current iterations.",4,Unknown
Advanced Seminar,ASEM 2661 The French Revolution  (4 Credits),"This course is an interdisciplinary exploration of the French Revolution. Students learn about the many ways in which the Revolutionary decade of 1789 to 1799 marked a significant break with the French past - politically, socially and culturally. Yet these profound changes could not occur without some continuities. Students reflect upon political, sociological and philosophical questions that make the Revolution relevant today: How do democratic values take root in a traditionally monarchical society? Can these values be exported to societies without democratic traditions? Are liberty and equality compatible? How are nations defined? Can people thrive in a strictly secular--or fundamentalist--society? What is the role of violence and war in effecting political and social change?.",4,Unknown
Advanced Seminar,"ASEM 2662 Testimony, Memory and Allegory: the Representations of the Chinese Cultural Revolution  (4 Credits)","This course investigates how the Cultural Revolution serves as a critical link of the Revolutionary Era (1919-1980) and Reform Era (from 1980 on), via closely and critically examining various representations and surreal fiction, melodramatic and avant-garde cinema, lyric poems, music and visual arts. Although much of the material discussed is socio-politically oriented, the focus of the course is within the realm of literary and cultural criticism. This course explores complicated and often interwoven relationships between testimony, memory, signs, meanings of both writing and reading about traumatic events of the Cultural Revolution, ethical (personal and communal) commitment to memory and the engrossing historical, literary and artistic representations of the past expressed in different media. By doing so, the course reveals how each representative account copes with its producer's distinctive memories of the Cultural Revolution and, more importantly, responds to the cultural and political contingencies of the producer's time, as well as the artistic conventions of the producer. As such, it functions not only as a connection to the past but also a reconfiguration of the present.",4,Unknown
Advanced Seminar,ASEM 2663 The Dark Knight Exposed: Exploring the Complicatedness of Superheroes  (4 Credits),"The 21st century has seen a rebirth of interest in fictional superheroes, and this course will explore how such characters can be seen as representing aspects of contemporary society. Especially noteworthy are conflicts between good and evil that so many superheroes embody. As Batman character Harvey Dent explains, “You either die a hero or you live long enough to see yourself become the villain.” The course uses readings from psychology, literary studies, and popular culture to explore figures from the X-Men, Superman, the Avengers, and other comics and movies, with a central case study focus on Batman. The goal is for students to come away with a deep understanding of and appreciation for the complexities of superheroes and what they represent: what conflicts hide below their surfaces and our society’s?.",4,Unknown
Advanced Seminar,ASEM 2664 Contemporary Issues in Africa  (4 Credits),"Through the study of a variety of literary, visual, and oral cultural artifacts, this course will investigate contemporary issues of gender identity, education, development, and political culture in different areas of the African continent.",4,Unknown
Advanced Seminar,ASEM 2665 Occupied France in Perspective  (4 Credits),"This course deals with the Occupation of France during World War II. Students, throughout the course, learn to understand, describe and articulate selected crucial aspects of this four-year period of military occupation. This course examines the question of the image of the Resistance and Occupation in cultural memory; this is a much studied and debated issue today, and forms the conclusion to the course. Forms of collaboration and resistance are very much in question in historical, cultural and literary debates today.",4,Unknown
Advanced Seminar,ASEM 2666 Murder in America  (4 Credits),"This course draws on research from several perspectives in order to examine: (1) the definitions, scope, consequences and historical trends of homicide in America over the last century, including a case study investigation of why the murder rate dropped dramatically in New York City by the late 1990s; (2) past and current sociological/cultural and psychological explanations for lethal violence, including an in-depth look at serial, mass and spree killers; (3) crime policies and techniques aimed at reducing lethal violence, which entails a critical look at Three Strikes and You're Out laws aimed at violent offenders; and (4) media representations of homicide defendants and victims.",4,Unknown
Advanced Seminar,ASEM 2667 Magic and Religion  (4 Credits),"The course examines, first, magic and witchcraft described in the Hellenistic world, India, and Medieval Europe and, second, magic and witchcraft in twentieth-century settings in the Upper Nile and rural France. The course also includes a study of twentieth and twenty-first century esotericism and occultism. Magic practices include pragmatic rites that cause effects ranging from love to murder, astrology-based medicine, conjuring and transacting with invisible creatures, creating power-bestowing diagrams, consecration of amulets, deploying and removing curses and disease, and weather control. Witchcraft includes sorcery and counter-sorcery rites, divination, and folk medicines. Magic is usually described as opposing religion, but the religious lives of most religious people contain magic practices; therefore, studying magic is a tool for studying cultures in both theory and practice. Research projects engage a magic practice to garner insights into the culture or cultures that circulate such lore.",4,Unknown
Advanced Seminar,ASEM 2669 American Religious Movements  (4 Credits),"This course explores the history and contemporary relevance of religious movements in the United States, coupling that knowledge with selected social scientific perspectives on how social movements generally emerge, succeed and die out. Topics may include the Great Awakenings of American Protestantism in the 16th through 19th centuries; the array of religious transformations of the 20th century, such as the heightened religious pluralism shaped by the ""new immigration""; sectarian divides; social activism that draws upon religious ideologies, resources and discourses; and struggles for change within religious groups themselves.",4,Unknown
Advanced Seminar,ASEM 2670 Development in Latin America  (4 Credits),"This is a writing-intensive course centered on examining in a critical manner the continued efforts made by several countries in Latin America throughout the 20th century in promoting different projects of national economic and political development. Among other topics, we analyze the incorporation of Latin American countries into the international economy and the consolidation of its local oligarchic regimes (circa 1880s to 1930s); the importance of populism and elite pacts (of the 1940s and 1950s) for the promotion of industrial programs; the process of radicalization of the left, the democratic breakdowns and the ensuing military rule (of the mid-1960s and 1970s); the transitions to democratic rule (1980s); the implementation of market-reforms (1990s); and the current challenges for democratic consolidation.",4,Unknown
Advanced Seminar,ASEM 2672 The Berlin Republic: Germany since 1990  (4 Credits),"For roughly two decades, Germany, a once divided nation in the heart of Europe held responsible for World Wars, has been re-united. Forty years of division between West- and East-Germany--a division exacerbated by their respective geopolitical roles in the Cold War--left its mark on what many intellectuals considered a 'cultural nation' in spite of their political separation. This class examines the pains and gains of twenty years of unity, a process that has repeatedly been described as an attempt to ""normalize"" Germany's complicated history. We analyze various political, historical, but mostly cultural developments (and debates) that have accomplished and, at times, questioned this unification.",4,Unknown
Advanced Seminar,ASEM 2677 The Sixties: Swinging London  (4 Credits),"Most of us are familiar with the main images of the 1960s in Britain, miniskirts, Mods, scooters, hippies, free love, the Beatles, the Rolling Stones, and James Bond.  Considered the great decade of change, students' parents and other baby-boomers look back on it with nostalgia and the media continues to romanticize the period as being more innocent than today.  Yet scholars continue to argue about the degree to which the Sixties really changed British society.  While popular culture was clearly departing from that of the pre and immediately post-war era, many scholars from various disciplines assert that these changes, including the rise of the music industry, the teenager and youth culture, consumer-oriented society, spy literature, gender and racial issues found their roots in the post-war experience.  Other scholars assert that the decade was dominated by contradictory impulses and that the major changes were uneven and often on the surface.  This course traces the major themes of the period, including the rise of popular youth-based consumer culture, an unfettered media in Fleet Street, the center of world fashion-Carnaby Street, espionage literature on the page and on the screen, race and immigration issues, challenges to gender norms and sexual 'liberation', Britain's changing position in the world, the end of the British Empire, and the redefining of British national identity.  These themes are investigated using a variety of sources including popular and documentary films, personal memoirs, novels, primary documents, secondary literature, fashion, poster art and other non-traditional sources.",4,Unknown
Advanced Seminar,"ASEM 2679 Thinking, Eating, and Writing: Food History  (4 Credits)","Nearly everything related to food and drink has a fascinating history: origins of dishes, food habits, customs, traditions, manners and modes of consuming food. This course integrates academic and some popular histories of food with student-created histories based on research, experience, and observation. Students read widely to understand the production of knowledge in food history and its vast scope, from a range of approaches, including theoretical, geographical and topical. Students engage in exercises to strengthen skills as historians and produce original archival research.",4,Unknown
Advanced Seminar,ASEM 2680 Jewish Latin America  (4 Credits),"This course examines Jewish presence in Latin America from colonial times to the present, focusing on Jewish writers in Spanish America throughout the 20th century and considering Jewish-Brazilian and Jewish-Latino writers, Jewish themes in non-Jewish Latin American literature, and the various waves of Jewish immigration to Latin America. This course considers how they helped shape their specific communities and their responses to assimilation, state-sponsored anti-Semitism and Aliyah. Topics to be discussed include assimilation vs. integration; the construction of Jewish and national identities; and anti-Semitism in literature, film and political discourse. The course integrates critical readings alongside the literature, specifically in the areas of trauma and representation. No knowledge of Spanish is required, as the language of instruction is English and all required texts are available in English translation.",4,Unknown
Advanced Seminar,ASEM 2682 Strange Beasts: Nuclear Japan  (4 Credits),"This course is a critical examination of literary and popular culture from Japan's experience of the Atomic bomb, through the ""economic miracle"" years of the 1960s to the present, focusing on the paired themes of humanity and monstrosity in nuclear experience during the acceleration of technological change.",4,Unknown
Advanced Seminar,"ASEM 2683 Bad Girls, Riot Grrrls and Misbehaving Women  (4 Credits)","This course introduces women who subvert mainstream expectations of femininity and explore misbehaving as a means of self-definition and empowerment in popular culture. From ""Bad Girl"" artists and the Riot Grrrl movement in the 1990s, to current day roller derby skaters and burlesque queens, the course traces the intersections of feminist art, DIY (do-it-yourself) approaches, creative production, performative outlets and socio-political consciousness. Unladylike behavior is explored as a strategy to articulate personal, social, political and cultural identity.",4,Beginner
Advanced Seminar,ASEM 2685 Religion and Filmmaking  (4 Credits),"This course examines film and television representations of religions from around the world in an effort to understand the goals of the media makers and the effects of their productions. The techniques, theory and rhetoric of the films viewed are dissected and discussed. The course enables students to participate in critical, yet respectful debates about the cinematic mediation of religious concepts.",4,Unknown
Advanced Seminar,ASEM 2687 Sex and Globalization  (4 Credits),"This course examines the complex phenomena of ""globalization"" within the framework of critical gender, sexuality and race studies. Topics range from sexual dimensions of war and empire building to the ways in which sexuality and gender shape global migration, tourism and commerce. In addition to consulting scholarly readings, we also examine and research representations of these phenomena as they occur in the media, online, and in popular culture.",4,Unknown
Advanced Seminar,ASEM 2688 Music and Consciousness  (4 Credits),"This course explores ways of framing and defining individual and collective responses to musical arts, and, in turn, how understanding these responses can lead to a broader view of human consciousness. Through studying different musical cultures (and subcultures), students critically examine their own musical preferences and respond to other's aesthetic positions. Students explore 20th-century musical writings and compositions; examine themes of development, change, unity and variety in different musical genres; entertain musical manifestos written by various composers and musicians; and write their own ""musical constitution.",4,Unknown
Advanced Seminar,ASEM 2692 Philosophy of Migration and Global Citizenship  (4 Credits),"The 21st century is already being described by many as ""The Age of Migration."" This course explores the implications of mass global migration for the political philosophies of citizenship on which sovereign states are founded. Is something like a global citizenship possible? This seminar offers a cross-disciplinary perspective on this and other related issues. Completion of all Common Curriculum requirements is required prior to registering for this class.",4,Unknown
Advanced Seminar,ASEM 2693 The Unfathomable Russian Soul: Identity and Self-Perception in 19th Century Literature and Culture  (4 Credits),"This course explores Russian identity and the idea that it resides in the ""unfathomable Russian soul"" that defies rational explanation. Students examine how classic Russian authors (Pushkin, Gogol, Turgenev) imagined and shaped ""Russian soul"" in their dialogues with Western European cultures and Russia's native traditions (folklore, Orthodox Christianity). Completion of all Common Curriculum requirements is required prior to registering for this class.",4,Unknown
Advanced Seminar,ASEM 2694 The Golden Age of Musicals  (4 Credits),"This course maps and analyzes the developments, constructs, creators and canonical works of the musical theatre genre up to and through its formative, formidable period known as the ""Golden Age"" (c. 1943-1964) as well as the genre's wider social/cultural implications and contemporary relevance. Completion of all Common Curriculum requirements is required prior to registering for this class.",4,Unknown
